内容,评论时间,用户名,id,产品名
挺不错的，朋友喜欢喝，一次性酒喝完了,2020/12/11 20:29,贾***东,15031097782,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
赠送的小酒杯套装非常好看，酒还没有舍得喝呢，喝完在评价。,2020/9/3 8:57,****y,14599848966,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
瓶子很漂亮，喝完可以当饰品，酒也很好喝，送人也是很不错的，高大上。,2020/10/21 20:21,****华,14781084568,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
还可以，比较适合女性饮用。酒精度不高，各种甜味。,2020/10/9 10:52,s***0,14732341254,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
不错，比超市的便宜，口感很适合女士,2020/12/14 16:41,百***乐,15045267382,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
瓶子很精致，可以作装饰品，包装到位，今晚试试。,2020/10/15 11:19,黄***5,14755345286,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
酒的口感还不错，不会喝醉，晕晕的感觉很好,2020/11/13 3:55,缘***2,14891170930,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
酒还不错甜甜的，送的酒壶漏酒，商家马上给补寄了一个,2020/9/24 13:25,w***0,14678660396,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
正品，非常好看又好喝。,2021/1/14 13:35,韦***娃,15201280010,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
好喝，还是有点上头&hellip;&hellip;,2021/2/9 12:27,天***8,15309482865,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
这酒不错 然后口感很好 特别喜欢喝 还会回购的,2020/10/5 14:32,****8,14718398198,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
东东不错，味道各有千秋，可以慢慢享受,2020/11/17 9:09,6***豆,14918077131,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
先买一瓶尝了下，觉得好喝又买了两件，味道好，不贵，好评！,2020/11/15 12:03,****f,14906088581,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
虽然物流还是有点点慢，原本计划圣诞当天送达的，结果迟了一天。不过喝到这个酒后这个等待还是ok的，很ok的酒很ok商家,2020/1/15 21:24,o***n,13727590682,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
我以为是果酒呢？卖回来才知道是米酒，不过也可以，味道很好,2020/11/14 15:18,l***3,14900909448,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
很不错的果味酒，第二次购买了。,2020/12/13 11:40,y***4,15038485712,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
各类口味，都很不错，物流也很快。,2020/11/27 17:26,阿***七,14969650470,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
挺好喝的，都喝完了,2021/1/19 19:37,万***b,15221950487,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
满意，下次还来。,2021/3/28 22:35,银***妖,15473183149,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
速度挺快，喝了再评价,2019/12/14 15:05,****i,13599555502,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
密柚和蓝莓的喝着不错  其它还没尝,2020/11/12 9:46,卖***丹,14884993871,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
酒精度不高，女孩喝也合适。瓶子非常漂亮。,2020/10/12 9:52,****l,14743478063,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
此用户未填写评价内容,2019/12/12 11:07,5***女,13588342589,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
瓶子好好看，留着当花瓶用。,2020/12/17 22:41,w***o,15061566273,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
摆在酒柜里，很好看，还没喝，以后再平,2020/10/29 3:27,e***y,14810627976,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
酒瓶非常漂亮，酒也很好喝,2020/12/25 18:17,g***g,15095053729,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
不错，挺好的，比实体店便宜，速度挺快的。,2020/10/6 10:30,j***5,14721086431,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
店家周到，送了杯子和开瓶器,2020/12/13 17:22,****s,15040267010,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
果酒收到，口感好，好喝挺纯的，不会喝酒的人也不会醉，跟商家描述的一样,2020/8/27 10:19,小***儿,14575365958,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
好喝不上头好入口,2021/3/19 14:00,****z,15438111873,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
味道很好，很喜欢，下次还会再来,2020/11/22 10:47,关***满,14944818239,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
还没喝，看着还不错。。,2020/12/30 7:57,劉***森,15112853537,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
好喝，有点像饮料了，适合女人喝,2020/11/21 10:09,任***的,14939951443,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
货收到，包装很漂亮，送的小酒具很精致，好不好喝不知道，还没有喝,2020/9/22 16:33,1***6,14671691278,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
打开那一瞬间美翻了，朋友超喜欢,2020/11/16 9:40,****w,14911590003,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
还没有开始喝，喝了再来评价。包装漂亮。可以拿来插花。,2020/7/29 18:04,****j,14472478411,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
很好喝的酒，爱喝，甜丝丝的,2020/12/4 11:28,****2,14998352841,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
就是看酒瓶挺好看 感觉在喝饮料,2020/11/12 16:33,****7,14887836744,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
就是看酒瓶挺好看 感觉在喝饮料,2020/11/12 16:32,****7,14887830329,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
就是看酒瓶挺好看 感觉在喝饮料,2020/11/12 16:29,****7,14887803453,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
米酒到了。口味非常纯。送礼也是更上档次。喝了对身体也有好处。,2020/9/24 9:08,航***娜,14677706194,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
非常精致，也特别好看的包装，很喜欢，味道也不错，很适合朋友间小酌,2020/4/3 0:11,张***q,13988900158,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
味道不错，这个没有度数,2020/12/21 10:09,t***8,15075640355,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
送的酒具真的太mini了吧，不过挺好看的,2020/9/23 20:14,海***初,14676377268,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
6瓶，六种口味，适合女士喝！送货很快,2020/10/11 14:48,我***天,14740787711,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
红酒己收到，中午打开一瓶，甜的很好喝，很喜欢，下次还会再来光顾。,2020/8/27 11:39,s***I,14575671010,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
酒收到了，包装很好没有破损，酒很好喝，不像白酒那么辣适合女士喝，,2020/8/26 16:49,P***g,14573233751,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
味道还行 一直想买这口味的,2020/11/20 18:19,z***h,14937580426,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
非常好喝的酒，带有水果香味儿，很适合女同胞喝,2020/11/29 19:38,****E,14978505988,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
还没有喝，喝了以后再评论。,2020/11/19 18:10,****k,14932593053,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
果子酒收到了，口感好，是记忆中的味道。物流很快。好评,2020/10/20 7:20,燕***台,14774111190,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
很好，一如既往得好喝。,2020/12/7 10:44,l***8,15010572860,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
包装很棒，口感很棒，很喜欢,2020/11/17 11:02,若***明,14918805083,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
这酒跟饮料差不多。！,2020/12/15 13:42,天***i,15049439249,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
酒瓶很漂亮，酒一般，还可以吧,2020/10/29 13:45,x***2,14812143029,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
还行，性价比高,2021/5/15 9:45,****g,15674253077,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
味道很淡。不像是酿酒，应该是勾兑的酒吧。,2020/8/26 17:02,****4,14573288225,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
包装很好，还送了小礼物，没来得及喝,2020/12/31 13:49,****3,15117888419,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
小瓶子很好看，口感也不错，尤其的冰的,2020/9/13 8:49,****3,14636442976,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
口感不错，甜滋滋的，不难下咽。并且喝完不上头，第二天啥事不耽误。,2020/8/1 11:06,J***n,14481854657,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
这酒不错，大冬天的喝了热身也不会醉,2020/12/26 21:18,****9,15099751740,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
非常不错，有颜值，味道赞！,2020/10/27 14:47,陈***牛,14804287933,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
东东不错，孝敬老妈的,2020/11/25 10:53,6***豆,14958920718,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
时不时就要买一次的，隔一段时间不吃就会想念了,2020/11/5 15:47,碎***影,14847308697,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
酒瓶非常漂亮 酒色泽艳丽 入口舒适 冰冻一下更加好喝,2020/9/22 7:17,****h,14669680389,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
口感柔和，有点甜，媳妇儿喜欢喝，小酌佳品，价格不贵，推荐一下,2020/8/12 8:46,t***1,14521224521,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
产品非常棒，十分喜欢。,2020/11/7 11:44,定***兵,14856450816,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
特别钟情桂花酒，甜度适中，桂香浓郁。来点糕点，很是惬意。,2020/8/29 16:23,北***北,14583446305,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
已经喝过，味道不错，送的杯子也好看,2020/12/16 11:23,****1,15053673091,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
很好喝，不上头，瓶子包装很精致,2020/9/26 17:55,****嵋,14687190580,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
酒瓶太可爱了，喝完酒都不舍得扔！果酒口感很香，很好喝！,2020/9/6 22:21,y***r,14613494851,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
第一次买，样子很漂亮，味道也不错,2020/9/15 5:43,抱***生,14643521097,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
喝起来口感很好，味道不错,2020/10/24 10:11,****d,14790579517,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
也没有很好喝，不是很推荐，酒瓶好看，不过有脱漆。,2020/10/4 11:33,一***长,14714329795,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
服务态度很好，送货速度很快。幸苦你们了！唯一遗憾就是没有送酒杯！,2020/4/2 14:34,t***e,13986810786,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
包装精美，厂家很贴心，后期会考虑再次购买,2020/11/10 10:25,v***兽,14872079089,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
给不错，可以和老婆小酌几杯,2020/10/11 11:45,l***g,14740118016,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
还没开始喝，包装挺好看的，物流很快。,2020/11/26 20:37,小***达,14966155354,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
先把蜜桃哥桂花的喝了，各有各的特色,2020/12/5 22:47,****a,15005112748,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
送礼，朋友很喜欢，瓶子很可爱还可以再利用,2020/11/3 12:38,或***绯,14835188165,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
挺好喝，没酒劲，女士专用酒,2020/10/4 14:00,g***8,14714812558,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
味道清甜顺口，三次购买呢,2020/10/13 15:41,1***p,14748589271,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
感觉还不错，甜甜的味道，主要瓶子好看,2020/11/19 11:15,米***贝,14930460411,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
很好，口感不错，度数不高，不错。,2020/12/8 15:48,五***9,15016496918,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
速度很快，包装不错，唯一可惜的一点赠送的酒杯破了个口,2020/5/20 9:58,吴***2,14173842458,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
不错，还可以，满意，非常满意,2020/9/17 17:38,瞎***看,14653257478,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
第二次购买了，很好喝。,2020/10/16 16:15,e***s,14760289575,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
味道很好，微醺，就是应该设计一个瓶口，不然不好倒,2020/9/16 10:27,****d,14647966221,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
很实惠，很好喝，很合适！,2020/10/5 15:54,一***你,14718672958,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
没有酒味 就是个饮料,2020/10/21 9:29,布***o,14778503357,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
卖家发货很快，包装很好，样式京美，口感醇厚。超值。,2020/8/31 9:22,w***2,14588929743,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
包装太好看了，特别喜欢，味道也很好闻,2020/11/8 17:17,J***月,14863303470,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
微甜，包装很好，颜值很高,2020/9/29 21:34,秋***6,14699715380,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
好喝的话，也不咋滴，但是都是一个味就过分了，荔枝没有荔枝味，蜜柚没有蜜柚味。,2020/4/19 1:22,九***丶,14051025102,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
我是冲着瓶子来的，酒不重要,2020/9/16 19:41,q***y,14649976240,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
很好，包装的很好，老婆说很喜欢瓶子的设计感,2020/6/27 12:04,1***p,14349507297,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
物超所值 好喝不贵 以后还会再次光顾的！,2020/10/15 13:51,****p,14755907056,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
快递很快，外观包装很好！不过没有配送专属礼品袋,2020/9/15 14:20,****f,14645088240,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
再次购买的酒 老少皆宜 都说口感不错的！,2020/10/15 13:50,****p,14755874947,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
新疆时间小姐姐小姐姐辛苦我看，快点开学看看,2020/9/24 17:28,****X,14679551883,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
瓶子很漂亮，酒喝完了还可以留做装饰品。,2020/6/30 7:14,****a,14361208543,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
可以，不错哦，果香味好,2020/12/22 16:25,****z,15081735710,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
味道还不错?,2021/3/10 17:33,****手,15404855693,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
东西不错！味道很好！适合小姐姐喝哦！,2020/10/13 11:40,小***木,14747720856,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
看着很漂亮，就买了，送货很快,2020/8/13 0:01,y***y,14524308262,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
"真的很赞,卖家服务态度很好很耐心",2020/10/30 21:37,****3,14817820635,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
酒的味道不错，喝着挺好，年前下的单，终于到了，好酒不怕晚啊。,2020/2/27 14:32,c***5,13846992894,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
买了点，赠品太少，有点不好看,2020/11/13 22:39,察***爷,14897323143,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
